Date,AAPL,MSFT,TSLA,AMZN,GOOG,GOOGL,META,JPM,BAC
2015-01-30,26.365243911743164,35.260520935058594,13.573332786560059,17.726499557495117,26.65282440185547,26.877500534057617,75.91000366210938,43.776695251464844,13.005669593811035
2015-02-02,26.69603729248047,36.028568267822266,14.062666893005371,18.223499298095703,26.351652145385742,26.610000610351562,74.98999786376953,44.654170989990234,13.271794319152832
2015-02-03,26.70054054260254,36.30785369873047,14.557332992553711,18.177499771118164,26.38954734802246,26.665000915527344,75.4000015258789,45.66041946411133,13.64093017578125
2015-02-04,26.905323028564453,36.51732635498047,14.569999694824219,18.237499237060547,26.066434860229492,26.30500030517578,75.62999725341797,45.38672637939453,13.555083274841309
2015-02-05,27.097362518310547,37.04972457885742,14.732666969299316,18.694499969482422,26.306774139404297,26.491500854492188,75.61000061035156,45.7006721496582,13.709610939025879
2015-02-06,26.86917495727539,37.01481246948242,14.490667343139648,18.714000701904297,26.477306365966797,26.694000244140625,74.47000122070312,46.60231018066406,14.156007766723633
2015-02-09,27.047657012939453,36.97118377685547,14.498666763305664,18.527999877929688,26.31924057006836,26.464000701904297,74.44000244140625,46.545955657958984,14.035823822021484
2015-02-10,27.567285537719727,37.180641174316406,14.419333457946777,18.649999618530273,26.77349281311035,27.007999420166016,75.19000244140625,47.061153411865234,14.095913887023926
2015-02-11,28.213428497314453,36.98863983154297,14.186667442321777,18.756999969482422,26.725126266479492,26.899999618530273,76.51000213623047,46.988712310791016,14.044407844543457
2015-02-12,28.57038688659668,37.608306884765625,13.525333404541016,18.85849952697754,27.072172164916992,27.300500869750977,76.2300033569336,47.9547233581543,14.310529708862305
2015-02-13,28.710460662841797,38.28908157348633,13.584667205810547,19.09149932861328,27.375341415405273,27.558000564575195,75.73999786376953,48.03522491455078,14.259023666381836
2015-02-17,28.879907608032227,38.30665969848633,13.623332977294922,18.771499633789062,27.067686080932617,27.250499725341797,75.5999984741211,48.38138198852539,14.276190757751465
2015-02-18,29.080976486206055,38.2627067565918,13.630666732788086,18.668500900268555,26.911115646362305,27.13249969482422,76.70999908447266,47.7937126159668,13.992901802062988
2015-02-19,29.019977569580078,38.23633575439453,14.11400032043457,18.950000762939453,27.069181442260742,27.322500228881836,79.41999816894531,47.68102264404297,13.915637016296387
2015-02-20,29.25719451904297,38.55276870727539,14.473999977111816,19.183000564575195,26.87371826171875,27.09000015258789,79.9000015258789,48.13987731933594,14.061575889587402
2015-02-23,30.047931671142578,38.80768966674805,13.822667121887207,19.006999969482422,26.522682189941406,26.75,78.83999633789062,47.77761459350586,13.90705394744873
2015-02-24,29.86041831970215,38.75495147705078,13.607333183288574,18.929500579833984,26.731109619140625,26.9325008392334,78.44999694824219,48.96099090576172,14.061575889587402
2015-02-25,29.096786499023438,38.66704559326172,13.583999633789062,19.26849937438965,27.11904525756836,27.366500854492188,79.55999755859375,49.218597412109375,14.156007766723633
2015-02-26,29.46504783630371,38.728580474853516,13.812666893005371,19.239999771118164,27.697954177856445,27.964500427246094,80.41000366210938,49.572811126708984,13.769700050354004
2015-02-27,29.02223777770996,38.54399108886719,13.555999755859375,19.007999420166016,27.843555450439453,28.131500244140625,78.97000122070312,49.331302642822266,13.57225513458252
2015-03-02,29.164567947387695,38.57035827636719,13.155332565307617,19.283000946044922,28.488784790039062,28.750999450683594,79.75,49.72575759887695,13.743947982788086
2015-03-03,29.225570678710938,38.042964935302734,13.303999900817871,19.230499267578125,28.603469848632812,28.93950080871582,79.5999984741211,49.886756896972656,13.769700050354004
2015-03-04,29.040307998657227,37.849586486816406,13.496000289916992,19.13599967956543,28.59000587463379,28.916500091552734,80.9000015258789,50.01556396484375,13.640527725219727
2015-03-05,28.559091567993164,37.89353942871094,13.375332832336426,19.39150047302246,28.6877384185791,29.071500778198242,81.20999908447266,49.910919189453125,13.778312683105469
2015-03-06,28.60201644897461,37.234291076660156,12.925333023071289,19.004499435424805,28.306533813476562,28.645000457763672,80.01000213623047,49.01734924316406,13.96776294708252
2015-03-09,28.724010467529297,37.66499328613281,12.725333213806152,18.92799949645996,28.364625930786133,28.704999923706055,79.44000244140625,49.50840377807617,13.92470645904541
2015-03-10,28.129837036132812,36.9442138671875,12.687999725341797,18.475500106811523,27.67452049255371,27.99250030517578,77.55000305175781,48.268672943115234,13.597467422485352
2015-03-11,27.616989135742188,36.900264739990234,12.916000366210938,18.318500518798828,27.483543395996094,27.784500122070312,77.56999969482422,48.494083404541016,13.873039245605469
2015-03-12,28.11627960205078,36.05643081665039,12.73799991607666,18.711999893188477,27.699451446533203,28.058500289916992,78.93000030517578,49.403743743896484,13.855812072753906
2015-03-13,27.921985626220703,36.37287139892578,12.578666687011719,18.52899932861328,27.291072845458984,27.649999618530273,78.05000305175781,49.10591125488281,13.855812072753906
2015-03-16,28.229238510131836,36.53107833862305,13.046667098999023,18.667499542236328,27.649587631225586,28.082000732421875,78.06999969482422,49.7901611328125,13.890260696411133
2015-03-17,28.701425552368164,36.65415573120117,12.982000350952148,18.59600067138672,27.466590881347656,27.88050079345703,79.36000061035156,49.59695816040039,13.855812072753906
2015-03-18,29.024492263793945,37.35734939575195,13.380666732788086,18.756999969482422,27.898405075073242,28.308000564575195,80.91000366210938,49.70966339111328,13.761086463928223
2015-03-19,28.805349349975586,37.172760009765625,13.043333053588867,18.66200065612793,27.82311248779297,28.183500289916992,82.75,49.266902923583984,13.442463874816895
2015-03-20,28.44386863708496,37.691368103027344,13.20533275604248,18.92449951171875,27.941286087036133,28.247499465942383,83.80000305175781,49.70966339111328,13.640527725219727
2015-03-23,28.739831924438477,37.67377853393555,13.308667182922363,18.75550079345703,27.863998413085938,28.26849937438965,84.43000030517578,49.218597412109375,13.537191390991211
2015-03-24,28.62234878540039,37.708946228027344,13.447999954223633,18.704500198364258,28.431440353393555,28.87700080871582,85.30999755859375,48.671180725097656,13.442463874816895
2015-03-25,27.87453842163086,36.44318771362305,12.953332901000977,18.54800033569336,27.86275291442871,28.350000381469727,82.91999816894531,47.98691177368164,13.270236015319824
2015-03-26,28.068832397460938,36.223445892333984,12.694000244140625,18.36750030517578,27.682498931884766,28.18199920654297,83.01000213623047,47.930564880371094,13.278848648071289
2015-03-27,27.84516716003418,36.01247024536133,12.333333015441895,18.527999877929688,27.34193229675293,27.877500534057617,83.30000305175781,47.938629150390625,13.184122085571289
2015-03-30,28.5500545501709,36.00368881225586,12.704667091369629,18.72949981689453,27.525928497314453,28.05699920654297,83.19999694824219,49.073699951171875,13.36496353149414
2015-03-31,28.111759185791016,35.739994049072266,12.584667205810547,18.604999542236328,27.324979782104492,27.735000610351562,82.22000122070312,48.76778793334961,13.253012657165527
2015-04-01,28.071094512939453,35.79273223876953,12.505999565124512,18.51300048828125,27.05372428894043,27.47450065612793,81.66999816894531,48.58140563964844,13.270236015319824
2015-04-02,28.312837600708008,35.414756774902344,12.733332633972168,18.612499237060547,26.70318603515625,27.065500259399414,81.55999755859375,49.04331588745117,13.38218879699707
2015-04-06,28.771459579467773,36.522300720214844,13.539999961853027,18.851999282836914,26.764766693115234,27.197500228881836,82.44000244140625,49.00279998779297,13.35634994506836
2015-04-07,28.468725204467773,36.50471496582031,13.550000190734863,18.720500946044922,26.777481079101562,27.243000030517578,82.31999969482422,49.310726165771484,13.31329345703125
2015-04-08,28.37608528137207,36.40802764892578,13.844667434692383,19.059999465942383,27.0063533782959,27.441999435424805,82.27999877929688,49.472808837890625,13.442463874816895
2015-04-09,28.592979431152344,36.460777282714844,14.005999565124512,19.177000045776367,26.964967727661133,27.400999069213867,82.16999816894531,49.81315612792969,13.528581619262695
2015-04-10,28.714984893798828,36.67173385620117,14.0600004196167,19.13249969482422,26.926572799682617,27.427000045776367,82.04000091552734,49.99954605102539,13.537191390991211
2015-04-13,28.65849494934082,36.70689392089844,13.985333442687988,19.118000030517578,26.884687423706055,27.43199920654297,83.01000213623047,50.29937744140625,13.606081008911133
2015-04-14,28.534238815307617,36.61019515991211,13.830666542053223,19.25550079345703,26.446889877319336,26.98900032043457,83.5199966430664,51.085426330566406,13.623306274414062
2015-04-15,28.64268684387207,37.14637756347656,13.85533332824707,19.172500610351562,26.55359649658203,27.052000045776367,82.70999908447266,52.03356170654297,13.468300819396973
2015-04-16,28.504863739013672,37.05847930908203,13.779999732971191,19.302000045776367,26.61692237854004,27.176000595092773,82.30999755859375,51.70941925048828,13.597467422485352
2015-04-17,28.18405532836914,36.58383560180664,13.78600025177002,18.777999877929688,26.13075828552246,26.636999130249023,80.77999877929688,50.92335891723633,13.399406433105469
2015-04-20,28.827943801879883,37.71772766113281,13.684666633605957,19.475500106811523,26.695707321166992,27.226499557495117,83.08999633789062,51.24750900268555,13.408018112182617
2015-04-21,28.672054290771484,37.48040771484375,13.96066665649414,19.55900001525879,26.62540054321289,27.145999908447266,83.62000274658203,50.49386978149414,13.347738265991211
2015-04-22,29.058380126953125,37.788055419921875,14.629332542419434,19.489999771118164,26.894411087036133,27.458999633789062,84.62999725341797,51.00440216064453,13.554411888122559
2015-04-23,29.29560661315918,38.0956916809082,14.573332786560059,19.499500274658203,27.275115966796875,27.87299919128418,82.41000366210938,50.89094924926758,13.51135540008545
2015-04-24,29.43342399597168,42.077552795410156,14.562000274658203,22.2549991607666,28.175643920898438,28.683000564575195,81.52999877929688,50.7288703918457,13.468300819396973
2015-04-27,29.968854904174805,42.218196868896484,15.436667442321777,21.92799949645996,27.76849937438965,28.305999755859375,81.91000366210938,50.51818084716797,13.399406433105469
2015-04-28,29.496671676635742,43.21146011352539,15.36533260345459,21.465499877929688,27.68400001525879,28.2185001373291,80.68000030517578,50.8585319519043,13.476912498474121
2015-04-29,29.06290626525879,43.12356185913086,15.49666690826416,21.4685001373291,27.45400047302246,28.069499969482422,80.47000122070312,51.539249420166016,13.761086463928223
2015-04-30,28.274423599243164,42.75437545776367,15.069999694824219,21.089000701904297,26.867000579833984,27.438499450683594,78.7699966430664,51.26371765136719,13.718032836914062
2015-05-01,29.132938385009766,42.77196502685547,15.0686674118042,21.14349937438965,26.895000457763672,27.558000564575195,78.98999786376953,51.54735565185547,13.873039245605469
2015-05-04,29.076459884643555,42.40278625488281,15.36733341217041,21.152000427246094,27.038999557495117,27.642000198364258,78.80999755859375,52.44685363769531,14.157215118408203
2015-05-05,28.421274185180664,41.84022903442383,15.529999732971191,21.059499740600586,26.540000915527344,27.152000427246094,77.55999755859375,52.18753433227539,14.079710960388184
2015-05-06,28.2428035736084,40.679954528808594,15.362000465393066,20.954999923706055,26.211000442504883,26.753999710083008,78.0999984741211,51.798553466796875,14.028043746948242
2015-05-07,28.41748809814453,41.049137115478516,15.786666870117188,21.3439998626709,26.53499984741211,27.101999282836914,78.43000030517578,52.26856994628906,13.984986305236816
2015-05-08,28.952892303466797,41.97207260131836,15.77400016784668,21.684499740600586,26.910999298095703,27.447500228881836,78.51000213623047,53.0708122253418,14.165825843811035
2015-05-11,28.657968521118164,41.638057708740234,15.965999603271484,21.642499923706055,26.78499984741211,27.288999557495117,78.01000213623047,53.038414001464844,14.200274467468262
2015-05-12,28.55587387084961,41.62047576904297,16.31599998474121,21.551000595092773,26.45199966430664,26.936500549316406,77.45999908447266,52.96547317504883,14.148602485656738
2015-05-13,28.5876407623291,41.866600036621094,16.211999893188477,21.3435001373291,26.481000900268555,26.97450065612793,78.44000244140625,53.09513473510742,14.183048248291016
2015-05-14,29.254629135131836,42.8246955871582,16.273332595825195,21.61400032043457,26.920000076293945,27.459999084472656,81.37000274658203,53.5246467590332,14.226105690002441
2015-05-15,29.213794708251953,42.45551681518555,16.589332580566406,21.299999237060547,26.6924991607666,27.324499130249023,80.41999816894531,53.38686752319336,14.079710960388184
2015-05-18,29.53593635559082,42.20061492919922,16.583332061767578,21.261999130249023,26.614999771118164,27.333499908447266,80.87999725341797,53.824466705322266,14.21749496459961
2015-05-19,29.508726119995117,42.094451904296875,16.47599983215332,21.085500717163086,26.868000030517578,27.464000701904297,80.62999725341797,54.30258560180664,14.441394805908203
2015-05-20,29.506450653076172,42.094451904296875,16.290000915527344,21.19300079345703,26.963499069213867,27.625499725341797,80.55000305175781,53.87309265136719,14.415557861328125
2015-05-21,29.808185577392578,41.95289611816406,16.374666213989258,21.581499099731445,27.125499725341797,27.840499877929688,80.4800033569336,54.01085662841797,14.406947135925293
2015-05-22,30.069089889526367,41.49284744262695,16.51533317565918,21.381500244140625,27.00550079345703,27.72599983215332,80.54000091552734,53.8649787902832,14.42416763305664
2015-05-26,29.4066219329834,41.21858215332031,16.497333526611328,21.273500442504883,26.615999221801758,27.359500885009766,79.33000183105469,53.26533126831055,14.208887100219727
2015-05-27,29.955657958984375,42.12099075317383,16.495332717895508,21.570999145507812,26.989500045776367,27.712499618530273,80.55000305175781,53.8649787902832,14.415557861328125
2015-05-28,29.89666748046875,41.979434967041016,16.76333236694336,21.328500747680664,26.98900032043457,27.708999633789062,80.1500015258789,53.646183013916016,14.355277061462402
2015-05-29,29.556367874145508,41.45745086669922,16.719999313354492,21.46150016784668,26.605499267578125,27.266000747680664,79.19000244140625,53.305824279785156,14.208887100219727
2015-06-01,29.615346908569336,41.784793853759766,16.6299991607666,21.54599952697754,26.699499130249023,27.460500717163086,80.29000091552734,53.5489501953125,14.251941680908203
2015-06-02,29.483768463134766,41.51054382324219,16.55666732788086,21.54949951171875,26.958999633789062,27.697500228881836,80.44000244140625,53.50032043457031,14.398336410522461
2015-06-03,29.520061492919922,41.4486083984375,16.599332809448242,21.829500198364258,27.015499114990234,27.76449966430664,82.44000244140625,54.051361083984375,14.622902870178223
2015-06-04,29.34764862060547,41.015113830566406,16.39466667175293,21.538999557495117,26.834999084472656,27.58449935913086,82.05000305175781,53.751529693603516,14.493345260620117
2015-06-05,29.186565399169922,40.820472717285156,16.609333038330078,21.34749984741211,26.666500091552734,27.476499557495117,82.13999938964844,54.63482666015625,14.847472190856934
2015-06-08,28.993732452392578,40.45773696899414,17.086000442504883,21.174999237060547,26.34149932861328,27.173999786376953,80.66999816894531,54.2053337097168,14.752464294433594
2015-06-09,28.907520294189453,40.386962890625,17.066667556762695,21.27400016784668,26.33449935913086,27.107999801635742,80.66999816894531,54.44033432006836,14.951120376586914
2015-06-10,29.238752365112305,41.23626708984375,16.713333129882812,21.53849983215332,26.83449935913086,27.6299991607666,82.16000366210938,55.31553649902344,15.192965507507324
2015-06-11,29.172962188720703,41.085880279541016,16.76066780090332,21.648500442504883,26.730499267578125,27.50200080871582,81.83000183105469,55.52623748779297,15.106589317321777
2015-06-12,28.850799560546875,40.67007064819336,16.71266746520996,21.496000289916992,26.616500854492188,27.37350082397461,81.52999877929688,55.30744171142578,15.106589317321777
2015-06-15,28.794084548950195,40.236549377441406,16.691999435424805,21.183500289916992,26.360000610351562,27.149999618530273,80.70999908447266,55.09675598144531,15.089319229125977
2015-06-16,28.9483585357666,40.54621505737305,16.874666213989258,21.363000869750977,26.407499313354492,27.243499755859375,81.05999755859375,55.40467834472656,15.158414840698242
2015-06-17,28.88030242919922,40.67007064819336,17.360666275024414,21.390499114990234,26.46299934387207,27.329999923706055,81.79000091552734,55.21828842163086,15.002945899963379
2015-06-18,29.01188087463379,41.3336067199707,17.459333419799805,21.969499588012695,26.83650016784668,27.80900001525879,82.91000366210938,55.73692321777344,15.011577606201172
2015-06-19,28.72148895263672,40.78508377075195,17.500667572021484,21.746000289916992,26.83449935913086,27.875999450683594,82.51000213623047,55.1696891784668,14.830198287963867
2015-06-22,28.950624465942383,40.90009307861328,17.319332122802734,21.81450080871582,26.909500122070312,27.983999252319336,84.73999786376953,55.882789611816406,15.089319229125977
2015-06-23,28.819040298461914,40.61698532104492,17.844667434692383,22.29949951171875,27.02400016784668,28.16950035095215,87.87999725341797,56.52299118041992,15.262060165405273
2015-06-24,29.06406021118164,40.378116607666016,17.67799949645996,22.04199981689453,26.892000198364258,27.928499221801758,88.86000061035156,55.93141555786133,15.106589317321777
2015-06-25,28.925670623779297,40.386962890625,17.91933250427246,22.0049991607666,26.761499404907227,27.897499084472656,87.9800033569336,55.631587982177734,15.002945899963379
2015-06-26,28.75551986694336,40.041927337646484,17.805999755859375,21.905000686645508,26.58449935913086,27.652999877929688,88.01000213623047,55.874691009521484,15.037495613098145
2015-06-29,28.251867294311523,39.25453186035156,17.468000411987305,21.493000030517578,26.076000213623047,27.0625,85.80000305175781,54.456565856933594,14.58835220336914
2015-06-30,28.4560489654541,39.05989456176758,17.884000778198242,21.704500198364258,26.02549934387207,27.00200080871582,85.7699966430664,54.910343170166016,14.700638771057129
2015-07-01,28.72148895263672,39.3253173828125,17.94333267211914,21.86949920654297,26.091999053955078,27.165000915527344,86.91000366210938,55.52210235595703,14.873384475708008
2015-07-02,28.685192108154297,39.281070709228516,18.667999267578125,21.885499954223633,26.170000076293945,27.367000579833984,87.29000091552734,55.073490142822266,14.70927619934082
2015-07-06,28.58536720275879,39.272216796875,18.648000717163086,21.802000045776367,26.14299964904785,27.2810001373291,87.55000305175781,54.91850662231445,14.631542205810547
2015-07-07,28.515043258666992,39.19260787963867,17.858667373657227,21.836000442504883,26.250999450683594,27.50149917602539,87.22000122070312,54.48621368408203,14.415609359741211
2015-07-08,27.80721092224121,39.13951873779297,16.997333526611328,21.485000610351562,25.84149932861328,27.084999084472656,85.6500015258789,53.36875915527344,14.03557014465332
2015-07-09,27.24003791809082,39.387245178222656,17.19466781616211,21.719499588012695,26.034000396728516,27.232500076293945,85.87999725341797,53.92340087890625,14.234225273132324
2015-07-10,27.968284606933594,39.46686935424805,17.27666664123535,22.175500869750977,26.506500244140625,27.805500030517578,87.94999694824219,54.690120697021484,14.424247741699219
2015-07-13,28.508235931396484,40.289642333984375,17.477333068847656,22.778499603271484,27.327499389648438,28.58650016784668,90.0999984741211,55.53841781616211,14.700638771057129
2015-07-14,28.49688720703125,40.360408782958984,17.709999084472656,23.278499603271484,28.05500030517578,29.208999633789062,89.68000030517578,56.31330108642578,14.795647621154785
2015-07-15,28.771398544311523,40.48426818847656,17.542667388916016,23.059499740600586,28.01099967956543,29.197999954223633,89.76000213623047,56.43564987182617,15.270698547363281
2015-07-16,29.15480613708496,41.280513763427734,17.778667449951172,23.77400016784668,28.99250030517578,30.089000701904297,90.8499984741211,56.73744201660156,15.50390625
2015-07-17,29.4066219329834,41.24513626098633,18.310667037963867,24.15049934387207,33.64649963378906,34.98099899291992,94.97000122070312,56.451969146728516,15.633461952209473
2015-07-20,29.962459564208984,41.51054382324219,18.817333221435547,24.405000686645508,33.1510009765625,34.641998291015625,97.91000366210938,56.492740631103516,15.650741577148438
2015-07-21,29.66299057006836,41.82903289794922,17.784666061401367,24.399999618530273,33.1150016784668,34.76750183105469,98.38999938964844,56.362239837646484,15.616192817687988
2015-07-22,28.408411026000977,40.289642333984375,17.857999801635742,24.41349983215332,33.10499954223633,34.755001068115234,97.04000091552734,57.161598205566406,15.935775756835938
2015-07-23,28.394798278808594,40.79393005371094,17.81333351135254,24.108999252319336,32.2140007019043,33.73649978637695,95.44000244140625,56.80268859863281,15.702561378479004
2015-07-24,28.245067596435547,40.643524169921875,17.694000244140625,26.47100067138672,31.17799949645996,32.73849868774414,96.94999694824219,56.2072639465332,15.460723876953125
2015-07-27,27.85258674621582,40.12154006958008,16.867332458496094,26.570499420166016,31.363000869750977,32.91350173950195,94.16999816894531,55.47316360473633,15.262060165405273
2015-07-28,27.99097442626953,40.11269760131836,17.654666900634766,26.30150032043457,31.399999618530273,32.983001708984375,95.29000091552734,55.50578689575195,15.443445205688477
2015-07-29,27.902496337890625,40.95318603515625,17.58799934387207,26.450000762939453,31.596500396728516,33.07149887084961,96.98999786376953,56.23174285888672,15.685293197631836
2015-07-30,27.761842727661133,41.47515869140625,17.785999298095703,26.83799934387207,31.629499435424805,33.22800064086914,95.20999908447266,56.31330108642578,15.659379005432129
2015-07-31,27.519092559814453,41.3159065246582,17.74333381652832,26.8075008392334,31.280500411987305,32.875,94.01000213623047,55.897308349609375,15.443445205688477
2015-08-03,26.870248794555664,41.41322708129883,17.332666397094727,26.75149917602539,31.56049919128418,33.236000061035156,94.13999938964844,55.897308349609375,15.348434448242188
2015-08-04,26.008148193359375,42.05906295776367,17.75200080871582,26.594999313354492,31.462499618530273,33.06399917602539,94.05999755859375,55.8402099609375,15.374345779418945
2015-08-05,26.180572509765625,42.094451904296875,18.0086669921875,26.850500106811523,32.18899917602539,33.66450119018555,96.44000244140625,56.060455322265625,15.434806823730469
2015-08-06,26.237539291381836,41.24513626098633,16.408666610717773,26.472999572753906,32.13399887084961,33.50749969482422,95.12000274658203,55.66892623901367,15.382986068725586
2015-08-07,26.326416015625,41.351280212402344,16.167333602905273,26.131000518798828,31.764999389648438,33.21950149536133,94.30000305175781,55.50578689575195,15.33116340637207
2015-08-10,27.283578872680664,41.873260498046875,16.076000213623047,26.200000762939453,31.686500549316406,33.15700149536133,94.1500015258789,56.19093704223633,15.581642150878906
2015-08-11,25.86379623413086,41.05934143066406,15.824666976928711,26.37299919128418,33.03900146484375,34.51499938964844,93.62000274658203,55.65261459350586,15.365707397460938
2015-08-12,26.262615203857422,41.351280212402344,15.878000259399414,26.295499801635742,32.97800064086914,34.57350158691406,94.19000244140625,54.84511184692383,15.132502555847168
2015-08-13,26.242094039916992,41.34244155883789,16.167333602905273,26.482999801635742,32.8224983215332,34.32550048828125,93.43000030517578,55.097965240478516,15.218878746032715
2015-08-14,26.426692962646484,41.58131790161133,16.209999084472656,26.576000213623047,32.85599899291992,34.46849822998047,94.41999816894531,55.37528991699219,15.287979125976562
2015-08-17,26.700166702270508,41.864418029785156,16.999332427978516,26.76099967956543,33.04349899291992,34.705501556396484,93.93000030517578,55.52210235595703,15.348434448242188
2015-08-18,26.549753189086914,42.09596633911133,17.381332397460938,26.750999450683594,32.80649948120117,34.436500549316406,95.16999816894531,55.63628387451172,15.279339790344238
2015-08-19,26.2101993560791,41.50819396972656,17.016666412353516,26.645999908447266,33.04499816894531,34.70199966430664,95.30999755859375,55.138736724853516,15.080680847167969
2015-08-20,25.672367095947266,40.66218948364258,16.14533233642578,25.788999557495117,32.34149932861328,33.9739990234375,90.55999755859375,53.78474426269531,14.441521644592285
2015-08-21,24.102163314819336,38.355682373046875,15.38466739654541,24.723499298095703,30.624000549316406,32.201499938964844,86.05999755859375,51.876102447509766,13.906013488769531
2015-08-24,23.50052261352539,37.117828369140625,14.591333389282227,23.168500900268555,29.480499267578125,30.905500411987305,82.08999633789062,49.14363479614258,13.206391334533691
2015-08-25,23.641813278198242,36.0402717590332,14.66866683959961,23.318500518798828,29.10300064086914,30.62350082397461,83.0,48.866294860839844,13.180479049682617
2015-08-26,24.997793197631836,38.035091400146484,14.989333152770996,25.03849983215332,31.430999755859375,32.98699951171875,87.19000244140625,51.31328582763672,13.871458053588867
2015-08-27,25.7338924407959,39.09482955932617,16.19933319091797,25.918500900268555,31.88050079345703,33.39799880981445,89.7300033569336,52.5938835144043,14.199678421020508
2015-08-28,25.818208694458008,39.12154769897461,16.565332412719727,25.90049934387207,31.518999099731445,32.984500885009766,91.01000213623047,52.308387756347656,14.13057804107666
2015-08-31,25.69743537902832,38.756431579589844,16.604000091552734,25.644500732421875,30.912500381469727,32.39099884033203,89.43000030517578,52.28392791748047,14.11330509185791
2015-09-01,24.548843383789062,37.242496490478516,15.908666610717773,24.82699966430664,29.88949966430664,31.47800064086914,87.2300033569336,50.1224250793457,13.456870079040527
2015-09-02,25.601715087890625,38.61393737792969,16.512666702270508,25.52750015258789,30.716999053955078,32.24549865722656,89.88999938964844,51.03596878051758,13.734151840209961
2015-09-03,25.152759552001953,38.738616943359375,16.3713321685791,25.236000061035156,30.3125,31.852500915527344,88.1500015258789,51.12569046020508,13.812140464782715
2015-09-04,24.902074813842773,37.94602966308594,16.1286678314209,24.950000762939453,30.03499984741211,31.447999954223633,88.26000213623047,50.163211822509766,13.560853958129883
2015-09-08,25.594873428344727,39.08592987060547,16.544666290283203,25.87700080871582,30.732999801635742,32.194000244140625,89.52999877929688,51.51719665527344,14.002774238586426
2015-09-09,25.102622985839844,38.355682373046875,16.5939998626709,25.844499588012695,30.63599967956543,32.170501708984375,90.44000244140625,50.71786117553711,13.777481079101562
2015-09-10,25.654130935668945,38.55160140991211,16.565332412719727,26.11199951171875,31.0674991607666,32.55400085449219,91.9800033569336,51.109378814697266,13.89879322052002
2015-09-11,26.027877807617188,38.7208137512207,16.682666778564453,26.472000122070312,31.28849983215332,32.76499938964844,92.05000305175781,51.02781295776367,13.89879322052002
2015-09-14,26.278566360473633,38.32897186279297,16.87933349609375,26.069000244140625,31.16200065612793,32.62350082397461,92.30999755859375,50.880985260009766,13.829468727111816
